job_title,job_description,company_name
Software Manager,"SOFTWARE MANAGER (Staff Software Engineer/ Principal Software Engineer/ Mechatronics/ Controls/ Semiconductor Equipment)  Our client is a leading organisation specialised in developing Semiconductor machines. They are currently seeking for Software Manager to join their team.  Responsibilities: Manage a team of software engineers in the development of real-time software and automation control systems for semiconductor equipment. Develop and implement software methodology, documentation/library system and tools to support software sustaining and new development projects Define software architecture and procedures as standard best practices for all design, coding, testing and deployment activities Spearhead the research, development and deployment of new-generation software engineering technologies Extend technical support to various engineering functional groups in debugging and problem solving critical field issues  Requirements: Degree in Electrical & Electronics Engineering/Computer Studies or its equivalent 10 years software development and automation control in Equipment industry. Knowledge in Machine Vision is a plus Experienced in programming on Windows (XP and above) environment. Highly versatile in VC++, MFC, SQL and OOP. Good knowledge in developing multi-threaded control software, SEMI SECS/ GEM equipment connectivity standard and Software Development Life Cycle. Hardware experience in using Servo, Stepper Motion Controller, Analog Device and High Speed I/O. Strong analytical and problem-solving skills.  Interested candidates, please e-mail resume in Word document (indicating your current salary and expected salary) to: Joey Recruitment Manager Right Recruit Pte. Ltd. 10 Anson Road, #33-03, International Plaza, Singapore 079903 EA Licence No: 23C1743 | EA Reg No: R1103523 www.rightrecruit.com.sg  ",Right Recruit Pte. Ltd.
Software Engineer (Full Stack Web),"Job Description Develop web application prototypes, new technologies and products. Build highly responsive and scalable web applications. Build fully functional web applications with interfaces to backend database, writing clean and maintainable code. Build fully functional, clear, testable backend RESTful/SOAP APIs with interfaces to backend database. Resolve defects, and generally ensure accuracy, integrity, interoperability and completeness of system. Build regularly automated tasks to perform functions specific to the project requirements. Build interfaces to exchange data between various third-party systems. Resolve defects, and generally ensure accuracy, integrity, inter-operability and completeness of system. Troubleshoot and debug to optimize performance. Prepare and deliver software related documentation. Provide timely updates to the web and backend application. Provide support and maintenance of existing software web application projects. Respond to users in a timely manner. Work with fellow software engineers to coordinate the development effort and ensure overall consistency in the coding and the interfacing between various components and sub-systems in order to achieve a full functioning solution. Work with consultants to craft user stories, assess feasibility and build demonstration showcases. Work with consultants and senior engineers to develop test scenarios to ensure full functionality of system before user acceptance test. Work with customers and partners, both internal and external where there will be collaboration for knowledge transfer.  Essential Skills and Experience At least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma or Professional Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent. Entry Level or up to 2 years of relevant working experience. Tech Stack Requirements: ASP.NET Framework 4.5 or .NET Core, C#, HTML, CSS, Javascript, SQL Server. Good problem solving, logical reasoning, planning and time management skills. Effective communication and technical writing skills. Strong interest in software engineering. Willingness to learn on the job, and constantly eager to learn new skills on one’s own. Ability to work well in teams and also independently in a fast-paced environment. Familiarity with mobile application development (with Xamarin) is a plus. Familiarity with backend API development (with .NET technologies) is a plus. Domain knowledge in accounting, or procurement, or inventory management, or leasing, or computerized maintenance management, or billing, or resource booking, or Enterprise Resource Planning is a plus. Only shortlisted candidates will be notified",Anacle Systems Limited
Application Engineer – IoT Development,"JOB Highlights · Cutting Edge Internet-of-Things and AI Technologies · Career growth and development opportunities · Work Life Balance JOB DESCRIPTION · Understanding of the customer requirements and developing technical solutions for customers · Strong collaboration with several stockholders including customer, sales and marketing, RD team · Support customers during the all development cycle from design specification until mass production. · Exposure to schematics and PCB layout design review · Direct contact with customers implies excellent communication skills. JOB REQUIREMENTS · Min 3-5 years of relevant work experience in semiconductor · Strong experience in embedded system and wireless SOC (e.g. BLE, Wi-Fi, Zigbee, IOT) · Hardware and software hands-on experience with microcontroller based system · Proficiency in MCU or DSP/ FPGA/ RF system is an advantage · Peripheral and wireless-related experience is an advantage · Strong customer management and problem-solving skills · Good communication and team working skills · Good problem solving skills",Realtek Singapore Private Limited
Senior Vision Software Developer,"Job Highlights: Basic $5,000 - $7,000 + AWS Monday – Friday, 7 hour (Flexi work time) Office Nearby Woodlands North  Our Client is a Advance packaging solution provider     Job Responsibilities: Software sustaining and continuous improvement of current machine’s software. Responsible for software feature development and enhancement based on customer requirements. Provide supporting and troubleshooting to on-site software issues. Review and update the user requirement documents and operation procedures. Collaborate with mechanical, electrical, application team to implement new hardware feature or software feature to equipment. Develop and enhance software utilities to improve equipment setup and easy operating abilities Job Requirements:  Require BS or MS in Electrical/ Electronic/ Computer Engineering or equivalent. Proficient in C, C++ programming with Windows OS. Experience in PC-based control programming. Able to work independently with good interpersonal, verbal and written communication skills. Requires minimum of 3 years relevant experience in software development. Strong background in image processing, pattern recognition or machine vision etc. Have some machine learning experience with deep learning framework like Pytorch, Tensorflow, Darknet etc. Hands-on experience with OpenCV or Cognex CVL will be an added advantage Please submit your updated resume by using the APPLY NOW BUTTON By submitting your personal data and/or resume to us in connection with your job application, you will be deemed to have agreed and consented to us in collecting, using, retaining, and disclosing your personal data and/or resume to prospective employers for the purpose of the evaluating, processing and administration by company relating to this job application. *We regret to inform you that only shortlisted candidates would be notified* We wish you all the best in your career search. You are welcome to visit our website at http://www.rkgroup.sg/  RK Recruitment Pte Ltd | EA License No.: 20C0280 Ian Gan Zhi Shen | EA Personnel No.: R21102913",RK Recruitment Pte. Ltd.
Software Engineer,"Job Highlights Vegetarian Duty Meal Attractive salary commensurate with work experience Few minutes of walking distance from Bright Hill MRT Station (TE7) Duties and Responsibilities Manage the serviceability of the IT-related software services supported by external service providers Maintain and improve the performance of existing software to ensure its functionality Evaluate, troubleshoot, debug and upgrade existing software based on users’ feedback Annual housekeeping of database in accordance with PDPA guidelines Plan, schedule and support software implementation Design, code, test and implement new application/module Manage IT cloud-based or on-premises projects in relation to new/existing application implementation Assist in reviewing IT work processes and documentation to ensure effectiveness and efficiency Job Specifications Qualification: Diploma in Computer Science / Software Engineering / Information System or equivalent qualification Year(s) of Experience: 3 – 5 years of experience in supporting IT application and project management Language(s): Bilingual in English and Mandarin to liaise with English or Mandarin-speaking associates Required knowledge/Skill(s): Programming skills, Analytical and problem-solving skills, Communication and interpersonal skills Team player with positive work attitude Able to work on weekend(s), Public Holiday(s) and irregular working hour(s) when required Possess knowledge on Microsoft C#, ASP.NET, Microsoft SQL, JavaScript, System Development Life Cycle (SDLC), Cloud-based and e-commerce solutions will be of an added advantage",Kong Meng San Phor Kark See Monastery
Software Engineer / Senior Software Engineer,"Responsibilities: Design and implement cloud infrastructure, deploy applications to the cloud, and oversee the management of the cloud environment to facilitate the Software as a Service (SaaS) model for platforms, applications, and services. Provide support for software development, specifically customized application modules, as part of cross-platform application development. Research and evaluate suitable technologies and solutions for integration into the development and adoption roadmap. Collaborate with internal and external stakeholders to understand and manage requirements, developing solutions to meet the identified needs.  Requirements: Possess a Tertiary Qualification in IT, Computer Science, Computer Engineering, or a related discipline. Proficient in software development across Web, Mobile, or Desktop applications, utilizing various languages (e.g., C#, Java, Python) and frameworks (e.g., Angular, React, Node.js). Knowledgeable in deploying applications to Cloud platforms (e.g., Azure, AWS, GCP) using open platforms (e.g., Docker, Kubernetes). Hands-on experience in designing infrastructure for cloud applications. Familiarity with DevOps tools and practices within an Agile software development methodology. Competence in working with databases (e.g., MySQL, MongoDB) and deploying web servers (e.g., Apache). Advantageous to have an understanding of AR/VR concepts and proficiency in related development tools (e.g., Unity, OpenXR, AR.js).  Company Registration Number: 201622755N EA Licence: 19C9859 Registration Number: R2090276",Cornerstone Global Partners
Software Architect(.net/C#),"Client is looking for a Software Architect in Singapore Client Details Our client is a premier advanced integrated security organization specializing in developing and delivering multi-disciplinary smart security and integrated services. Focusing on cutting-edge technology and comprehensive solutions, they lead the industry in safeguarding environments with efficiency and innovation. Description Develop software technology strategy by understanding key client objectives; diagnosing and mapping client requirements; articulating solution risks and barriers; recommending software design approaches; translating client business requirements into technical architectures and detail design, including resilient integration with external systems. Translate business requirements into technical architectures & detail design, including resilient integration with external systems. Manage customer relationship by communicating architecture standards and frameworks; answering questions; resolving concerns and issues. Develop solutions in on-Prem or cloud environment. Design robust application that complies with IT Security Policies. Hands-on development and mentoring of junior team member. Work closely with DevOps engineer for Release management. Profile Bachelor's Degree, Post Graduate Diploma, Professional Degree in Computer Science, Information Technology. Minimum 8 years of relevant work experience in software product development. Experience developing applications using Cloud-centric service offer by AWS or Azure. Experience with Containers and Orchestration such as Kubernetes/OpenShift. Experience in design and implementation of REST API. Experience in Microservice architecture design and implementation. Hands-on development experience for Backend application (C# .Net core). Knowledge and experience in frontend development (e.g. Reactjs) will be advantageous. Sound knowledge and experience in application design patterns. Experience in Azure DevOps or equivalent CI/CD. Job Offer You will have the opportunity to work with cutting-edge technology and tackle challenging projects that will keep you engaged and motivated. What's more, our client has an excellent track record of promoting from within, providing you with the opportunity to build a long-term career with the organization while advancing your professional goals. Michael Page International Pte Ltd. (Company No. 199804751N) is acting as an Employment Agency in relation to this vacancy. To apply online please click the 'Apply' button. For a confidential discussion about this role please contact Anmol Singh (Lic No: R1770409/EA No.: 18S9099) on +65 6533 2777.",Michael Page International Pte Ltd
Software Engineer | Govt,"Key Highlights Great exposure to the government sector Fresh grad is welcome to apply! Nearest MRT: Labrador Park Working Hours: Mon- Fri (office hours) Salary:  Up to $5,100 per month - commensurate based on experience Contract Duration: 11 months Key Responsibilities Research on the standards and specifications to understand the server and relevant hosting requirements and architecture components. Work with internal stakeholders and external industry companies to develop a working application on top of organization's deployed server. Build pipelines for data ingestion, using APIs as pathways to link data sources from identified websites and applications to the server and interface dashboard. Monitor general performance of the implemented platform, conduct patch updates. Ensure that all application infrastructure aligns and is compliant to the Process and standards. Key Requirements: Degree in Computer Science/ Computer /Electronics Engineering / Information Technology or any related field. Knowledge is RESTful API design, Git, Docker, Kubernetes will be an added bonus. Experience with application deployment and management in a cloud environment and modern web development frameworks like will be advantage. Interested candidates please click ""Apply Now"". We regret to inform you that only shortlisted candidates will be contacted for further discussion.  Venice Kang Outsourcing Team BGC Group Pte Ltd Registration No.: R23117645 EA License Number: 05C3053",BGC Group Pte Ltd
"Linux Software Engineer,","Linux Software Engineer Job Description Doodle Labs is the global leader in high-performance private IEEE 802.11 wireless networking systems. We provide cutting-edge Smart Radio mesh networks for robotics, drones, and the Industrial Internet of Things. Doodle Labs has experienced rapid growth over the past five years as our products have been adopted by Fortune 500 companies (e.g. Airbus, General Electric) and industry-leading innovators (e.g. Boston Dynamics, FLIR). We’re looking for strong software engineers to join our talented team of software, hardware and RF engineers. The ideal candidates will be responsible for designing, developing, and implementing wireless broadband firmware features and applications. They must be able to write clean code and push the capabilities of our Smart Radio as well as respond to customer needs and problems. They will also perform prototyping and application tests to support the production process. Core skills: C/Linux programming and debugging Problem solving and logical thinking Hardworking, committed, and fast learner in tight deadline environment Additional skills: Knowledge of networking concepts Experience with Linux wireless stack/kernel/driver/git Web GUI development for embedded systems is a plus Scripting with Bash shell, Python is a plus Experience with QCA drivers such as ath9k and ath10k is a plus Requirements Candidate must possess at least a bachelor’s degree, Post Graduate Diploma or Professional Degree in Electrical Engineering or Computer Science or equivalent. At least 2 year working experience with Linux, C Strong communication skills and ability to engage with a cross-functional team",Doodle Labs (SG) Pte Ltd
.Net Developer,"Job Description: Essential Job Functions: Assist in the development of software solutions by writing, testing, and debugging code. Collaborate with team members to meet project goals, taking direction from senior team members. Learn and grow within the software engineering field by actively participating in training and mentoring programs. Participate in troubleshooting and resolving technical issues, under the guidance of senior engineers. Support the documentation of software requirements and specifications. Work on diagnosing and resolving production issues, with support from senior team members. Stay updated on emerging technologies and best practices, seeking opportunities for professional development. Contribute to knowledge sharing and learning within the team.  Basic Qualifications: Bachelor's degree in a relevant field (i.e., Computer Science) or equivalent combination of education and experience Typically, 3+ years of relevant work experience in industry, and in a similar role 1 years of relevant software engineering experience Proficiency in 1 or more software languages and development methodologies Basic coding and debugging skills - .Net Willingness to learn and gain practical experience  Other Qualifications: Advanced degree in a related field is a plus Relevant certifications or training a plus  ",Jobster Pte Ltd (EA 06C5060)
Senior Firmware Engineer,"Roles and responsibilities:  Architecture Design and FW requirements specifications generation: Collaborate with cross-functional teams to design and architect firmware solutions that align with product requirements and specifications. Collaborate with stakeholders to develop software requirements specifications. Lead software risk management and DFMEA, software verification and validation activities. Firmware Design and Development: Lead the development of embedded firmware for wearable medical devices or consumable devices, ensuring optimal performance, reliability, and power efficiency. Plan and lead feasibility study, design review, management of development and manufacturing partners. Responsible for software integration and implementation for embedded systems, ensuring products are according to design requirement. Responsible for designing, coding, maintaining debugging firmware and drivers for consumer portable or wearable products. Responsible for design, develop, debugging, tests of product functionality and performance. Support entire product life cycle tasks including product creation, realization, and maintenance phases. Design and implement software of embedded devices and systems from requirements to production and commercial deployment. Conduct thorough code reviews to maintain high-quality standards and optimize firmware code for efficiency and resource utilization. Integration and Testing: Integrate firmware with hardware components, and perform rigorous testing, verification, and validation to validate functionality, performance, and reliability. Collaboration: Work closely with PM, hardware engineers, software developers, V&V engineers, marketing and QA/RA teams from multiple locations (including suppliers or ODM/OEM) to ensure seamless communication and alignment of goals throughout the product development lifecycle. Documentation:  Maintain comprehensive documentation of firmware designs, code, and testing procedures/protocols/reports to facilitate collaboration and future development. Innovation:  Stay abreast of industry trends, emerging technologies, and best practices to contribute innovative ideas that enhance the capabilities of our wearable medical devices. Qualification criteria:  Bachelor's or Master's degree in Electrical Engineering, Computer Science, or a related field. 5+ years of embedded software development experience (preferably medical device software class B and C as per IEC62304 standard) Proficiency in C/C++ programming languages for embedded systems. Strong working knowledge of software development and configuration management tools (e.g., Jira, Git) Strong understanding of microcontroller architectures. Experience with wireless communication protocols (Bluetooth, Zigbee, etc.) is highly desirable. Familiarity with sensor integration and data processing. Wearable design and development experience will be advantages. AI relevant experience will be advantages. Excellent written, oral communication and documentation skills  Excellent problem-solving and debugging skills. Effective communication and teamwork abilities. Company Information:  Nitto Denko Asia Technical Centre Pte Ltd (hereinafter called NAT) was set up in September 2008 in Singapore. NAT has a corporate office at Singapore's world-class research hub, Biopolis. NAT's mission is to develop the Integrated Organic Optoelectronic for Biosensor Application. To achieve this mission, NAT is carrying out many concurrent reseach projects with top reseach institutions both inside and outside Singapore.  Employment Expand your abilities and create a better future with Nitto. What do we offer:  AWS payout Medical-dental and life insurance Flexible benefit Training and career development opportunities  Working experience in a Japanese MNC company Inclusive work environment  Company address: 3 Biopolis Drive #03-17/18 Synapse, Singapore 138623. Nearest MRT: Buona Vista MRT",Nitto Denko Asia Technical Centre Pte Ltd
Software Engineer,"Responsibilities  Participate in full project life cycle from requirements gathering to project implementation, maintenance and support. Be responsible for program design, coding, testing and documentation.  Develop secure, scalable and good quality application programs and API within allocated man days.  Perform data migration, data transformation and scripting. Have a passion for delivering zero defect codes and be responsible for ensuring the codes meet the expected SLA. Participate in continuous integration activities and automation frameworks for testing and deployment.  The ideal candidate shall possess the following Diploma/Degree in Computer Science, IT or equivalent Good problem solving & communication skills. Good attitude and willingness to learn. Good knowledge in Java, JavaScript and SQL. Good knowledge in Angular and Struts framework",WIZVISION PTE LTD
Software Engineer (Machine Vision / Image Processing / C Programming / North),"Basic $3800 - $5000 + AWS + Variable Bonuses  Working location: Woodlands  Working hours: 9am to 6pm (Monday - Friday)  Well Established Company (Machine // Equipment Manufacturing)  Job Responsibilities:  Software sustaining and continuous improvement of current machine’s software  Responsible for software feature development and enhancement based on customer requirements Provie supporting and troubleshooting to on-site software issues Review and update the user requirement documents and operation procedures Collaborate with mechanical, electrical, application team to implement new hardware feature or software feature to equipment Develop and enhance software utilities to improve equipment setup and easy operating abilities    Requirements: Degree and/or above in Electrical & Electronics (EEE) / Computer Engineering or equivalent Proficient in C | C++ Programming with Windows OS will be advantageous   Candidates are encouraged to apply this position via Apply Now button with the following information in the resume  Work experiences and job responsibilities Current and Expected salary Reason for leaving Date of availability Education background  We regret that only shortlisted candidates will be contacted.  KHOO SOT MEI (R21102604) EA Recruitment Pte Ltd EA License No: 21C0492   ",EA RECRUITMENT PTE LTD
Software Engineer [Java Specialist] / Healthcare,"Company Benefits & Incentives Career Progression Opportunities! Attractive Salary Package Working Location: Tai Seng Working days: 5 days - Office Hours Interested applicants can also send your resume to kailing_cheng95#gmail.com and allow our Consultant to match you with our Clients. No Charges will be incurred by Candidates for any service rendered. Job Responsibilities  Collaborate with product managers, designers, and other developers to understand project requirements and translate them into technical specifications, with a strong focus on medical device integration and web portal development. Design, develop, and maintain secure, efficient and scalable Java-based backend systems and APIs, integrating them with medical devices to capture, process, and securely transmit real-time health data to the web portal. Implement server-side logic, database interactions, and data storage solutions to manage and analyze medical data collected from wearable IoT medical devices, ensuring seamless integration with the Nodejs/Vue.js frontend components of the web portal. Develop interactive and responsive user interfaces using Node.js/Vue.js and other frontend technologies for the web portal, enabling healthcare professionals and patients to access and visualize medical data in a user-friendly manner. Work closely with hardware engineers to define communication protocols and standards for medical device connectivity, ensuring accurate and reliable data transmission. Document software design, development processes, and technical specifications to facilitate seamless knowledge sharing within the team.  Job Requirements Hold a Diploma, MSc or BA/BSc in computer science, engineering or a related technical discipline 2+ years of relevant experience in IT and software development Ability to write clear and concise documentations, generating presentable diagrams of infrastructure, policies, workflows to ensure clear communication of technical decisions, codebase explanations, and system architecture. Java Development Skills: Proven experience in designing, developing, and maintaining backend systems using Java. The candidate should be familiar with Java frameworks and libraries commonly used in backend development. Frontend Development Proficiency: Demonstrated expertise in building responsive and interactive user interfaces using modern technologies Working experience at least with some of the following: Java/J2EE, Microservices, Restful API, Databases, Back-end/Front-end (Spring, Angular, Node JS, Vue JS, React, HTML5, etc.), Python, C#, C++, DevOps tools Hands-on experience in transforming functional specifications into design specifications  The Supreme HR Advisory Pte Ltd || 14C7279 R22111009 Cheng Kai Ling",The Supreme HR Advisory Pte Ltd
Software Engineer (Java) J44202,"Looking for a group of Java Developer to build a software application for FinTech industry! We offers basic up to $7,000 + AWS + VB  We offers fun and flexible working environment (Hybrid, 9am to 6pm) We offers comprehensive employees' benefits (up to 21 days AL, medical coverage, etc) Responsibilities: Involve in software application development, testing, deployment and maintenance Collaborate with a group of software engineers, business analysts, and software architects to plan, design, develop, and maintain software application Participating in peer-reviews of solution designs and coding Deploy software application to production and provide post-implementation support Ensure best practices are used throughout the software development life cycle Requirements: min. 3 years & above of software development experiences using Java technologies Familiar or experience in Fintech related software development project Skills in Java/J2EE, JSP, JSF, Spring framework, SOAP, Web Services, RESTful API architecture, etc If you are ready to embark on this opportunity, we invite you to submit your updated resume now! Interested candidates may apply via email to spvn@scientecpersonnel.com (indicating Job ID J44202 for faster processing). All job applications will be processed with strict confidence and only shortlisted candidates will be contacted.  Ng Kee Hung (Vickus) - R2091423 ScienTec Consulting Pte Ltd – 11C5781",ScienTec Consulting Pte Ltd
Software Engineering Lead,"We are looking for a hands on Technical Lead to join the team, you will have strong experinece in Cloud and has many years working across Java, Sprinboot and Microservices enterprise environments. This is not a team management role.   What's on offer:  Hybrid working with hot desking when visiting the office Monthly Salary + Bonus + Cash Benefits + Health Insurance + 20 days Annual Leave Great people and nice environment to work in.   Your focus  Lead Architecture and Design: Architect, design, and oversee the implementation of various components of the key platforms, ensuring integration with technologies developed by software engineering teams, APIs for Front-End Apps, leveraging Cloud, Cloud Native, and AI/ML technologies. Metrics and Optimization: Define key performance metrics for the platform, establish processes for tracking these metrics, and continuously optimize platform performance. Engineering Processes: Implement and refine engineering processes, implement engineering roadmap items, utilizing the most effective tools and methodologies to enhance development efficiency and data management. Cross-Functional Collaboration: Work closely with Product Owners and Engineering teams to align on platform capabilities, and solutions with both business and technical requirements. Platform Development Lifecycle Management: Oversee the entire lifecycle of platform development, from conception through deployment and maintenance. Technical Leadership and Oversight: Provide technical guidance to engineers, ensuring high-quality technical delivery and effective problem-solving during implementation phases. Architectural and Non-Functional Considerations: Ensure that the platform/applications architecture adequately addresses key non-functional requirements such as high availability, scalability, maintainability, and extensibility. Actively engage in coding, with a focus on full stack development and system integrations. Design and standardize APIs for efficient internal/external partner integration and scalability  Required Experience  Strong expertise in technical architecture, system design, software development, and security considerations of cloud based applications. 10+ years of relevant experience in software engineering. Proficiency in backend technologies and frameworks (e.g., Java, Spring boot and Microservices). Cross platform Front-end technology experience (e.g. React, Flutter) is a plus. Expertise in RESTful/GraphQL API development and integration. Familiarity with SQL/NoSQL databases, data structures, and algorithms. Good understanding of cloud services and infrastructure (Azure, Google Cloud). Experience with Cloud CI / CD automations (i.e. Terraform, GitHub) would be an advantage. Experience with container (i.e. GKE, K8S), auto-scaling, HA would be an advantage. Ability to code, test, and maintain a future-proof platform, considering risk management, security aspects and scalability.",Base Camp Recruitment Pte. Ltd.
Principal Engineer,"Job Description Setup and manage an offshore PCB design team, including hiring, training and mentoring team members. Collaborate with the internal stakeholders to define project requirements and establish design objectives for offshore team. Ensure the offshore designs meet quality standards and project timelines. Provide regular updates and reports to senior management on the progress of offshore design projects. Conduct design reviews and provide guidance to team members to improve design quality and efficiency. Collaborate with cross-functional teams to ensure successful project outcomes. Job Requirements Bachelor's degree in Electronics/ Electrical/Computer Engineering or related field. Minimum 8 years of experience with at least 3 years of experience in managing offshore teams. Excellent communication and leadership skills with ability to work effectively in a cross-cultural environment. Proficiency in PCB design software such as Altium Design, Protel or similar tools. Willing to travel as needed.",Trio-Tech International Pte Ltd
Solutions Engineer,"In this new role you will: collect, consolidate, and visualize the software solution assets of the company's subsidiaries to maximize the usage of them to generate more values. analyze the available software solution for further business enhancement opportunities including converting custom application to a package solution. conduct training for the subsidiaries on custom application and package solution to provide peace of mind for sales representatives to promote and sell them in the market. provide technical assistance for subsidiaries which includes requirement gathering assistance, software design support, SATO unique and Auto Identification and Data Capture (AIDC) related knowledge transfer. oversee capturing market trend for proposing the potential software solutions by industry and application.  You are best equipped for this task if you have: Degree in Computer Science/Information Technology or equivalent. Minimum 1-2 years relevant working experience in software engineering and/or solution engineering field. Knowledge in system architecture / software support will be advantageous.  *Candidates who attained 3 years or more of relevant experience and/or have prior experience in leading a team will be considered for a Senior role. ",SATO Global Business Services Pte Ltd
"Software Engineer (East, Perm, Laser Manufacturing Industry)","Location: East Working Hours: Monday to Friday, from 9 am to 6:30 pm Salary: Up to $6600 per month Job Description: 1. Database Management:  -           Design, implement and maintain Database structures (MySQL, MS SQL etc) to meet application requirements  -           Ensure the normalization and efficiency of database schemas  -           Proficient in query/ SQL language  2. API Integration with MES:  -           Design, develop, and implement API integrations between MES and other manufacturing systems with C# and Python programming languages  -           Ensure smooth data flow and communication between MES and related applications for real-time information exchange.  -           Develop and deploy IoT solutions for collecting and analyzing data from connected devices, contributing to data-driven decision-making.  -           Ensure seamless data connectivity for Power BI visualization through APIs.  3. Programming and Software Development for Automation & AI/Machine Learning:  -           Utilize expertise in C#, SQL, and Python to develop robust software applications for automation & AI/Machine Learning  -           Collaborate with cross-functional teams to implement software solutions that enhance manufacturing processes.  -           Image processing algorithms and smart vision technology will be value added.  -           Provide technical support for deployed automation systems.  -           Conduct root cause analysis and implement corrective actions to maintain system reliability. 4. Project Management: -           Lead and manage end-to-end automation projects, ensuring timely delivery and meeting project objectives.  -           Collaborate with cross-functional teams to define project scope, goals, and deliverables.  -           Develop and maintain project plans, schedules, and budgets.  -           Collaborate with internal teams and solution providers to implement advanced technologies, including robotic automation and smart vision systems. Requirements: - Degree or Master in Computer Science, Electrical Engineering, or a related field.  - Proven experience in C#, SQL, and Python programming languages. - Strong expertise in MES API integration, with a deep understanding of API design principles and protocols.  - Solid understanding of MES, IoT, and Power BI visualization.",RecruitFirst Pte. Ltd
"Software Engineer, Linux, C++ | West [ID:604107]","Responsibilities: You will be involved in embedded software development environment and on-going projects Customize solutions by leveraging Linux OS / Android systems  Perform software development and design task in Embedded Android or Linux devices  Work closely with cross department team in system requirements, architecture and design  Participate in full SDLC cycle in reviewing, testing, deploying, maintaining and enhancing embedded systems implementation Evaluate the designs in firmware problem solving Requirements: Bachelor Degree in Electronic / Electrical / Computer Engineering / Computer Science, Software Engineering or related fields. Solid understanding of embedded Linux architecture. Hands-on experience in the embedded Linux operating system, bootloader, debug tools, frameworks development and C language Experience working in cross functional teams.  Able to work in excellent teamwork skills, flexibility, and ability to handle multiple tasks. Interested candidate who wish to apply for the advertised position, please click on “Apply Now”.  We regret that only shortlisted candidates will be notified.  Job Code: YIHN EA License NO.: 01C4394  By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its overseas subsidiaries and affiliates collecting, using and disclosing your personal data to prospective employers/companies based in any country for purposes of evaluating suitability for employment, conducting reference checks, administering employment related services and such other purposes stated in our privacy policy. Our full privacy policy is available at www.persolkelly.com.sg. If you wish to withdraw your consent, please drop us an email to let us know. Please feel free to contact us if you have any queries.",PERSOLKELLY Singapore Pte Ltd (Formerly Kelly Services Singapore Pte Ltd)
Software Engineer (VB/.Net/ In-house system) JS 27,"Responsibilities: To maintain in-house ERP System To write program To troubleshoot IT issues To maintain and improve existing software To report to the Manager IT related duties to be delegated by the Manager  Requirement: Good knowledge in VB or .Net Knowledge  Analytical and logical thinking Strong problem-solving skills Diploma above  HOW TO APPLY: Interested applicants, please click on “Apply Now” or send your CV to jacinda.sim@trustrecruit.com.sg We regret only shortlisted candidates will be notified. Important Note: Trust Recruit Pte Ltd is committed to safeguarding your personal data in accordance with the Personal Data Protection Act (PDPA).  Please read our privacy statement on our corporate website www.trustrecruit.com.sg.  Trust Recruit Pte Ltd EA License No: 19C9950 EA Personnel: Sim Jia Hui EA Personnel Reg No: R22106242",TRUST RECRUIT PTE. LTD.
Senior Engineer (Value Engineering),"Responsibilities: Evaluation of value engineering efforts on current products and achieving strategic quality goals following the launch of new developments (NPIs) and existing products.  Working with the team to drive business stakeholders’ priorities participating in plans to successfully support all active products in the areas of cost reduction, supply chain support, and participate in design for in-sourcing projects. with key technologies. Responsible for providing evaluation results (verification and validation), to ensure proper performance, long-term stability, reliability, robustness, and customer-usability for Value Engineering projects  Log and track all defects, test results Requirements: Degree in Science / Engineering At least 5 years of relevant experience in NPI / Value Engineering Excellent verbal and written communication skills; requires interaction with managers, supervisors, engineers in a fast-paced environment  Account Manager: Kerwin Tan Kai Bin (R1331624) kerwin.tan[a]searchasia.com.sg EA16S8107",SearchAsia Consulting Pte Ltd
Software Engineer (SG only!/Vison/Embedded),"Responsibilities:  Software sustaining and continuous improvement of current machine’s software.  Responsible for software feature development and enhancement based on customer requirements.  Provide supporting and troubleshooting to on-site software issues.  Review and update the user requirement documents and operation procedures.  Collaborate with mechanical, electrical, application team to implement new hardware feature or software feature to equipment.  Develop and enhance software utilities to improve equipment setup and easy operating abilities  Requirements:  Require BS or MS in Electrical/ Electronic/ Computer Engineering or equivalent. Proficient in C, C++ programming with Windows OS.  Experience in PC-based control programming.  Able to work independently with good interpersonal, verbal and written communication skills.  Requires minimum of 3 years relevant experience in software development.  Have some machine learning experience with deep learning framework like Pytorch, Tensorflow, Darknet etc.  Hands-on experience with OpenCV or Cognex CVL will be an added advantage  Have good teamwork, outstanding communication skills, and willingness to learn.  Qualified or interested candidates, please submit your updated resume in MS format by using the Apply Now Button or email to shinleng.liew(at)cvistahr.com Candidates are also encouraged to contact our office where our approachable Consultants will address any inquiries and advice you with relation to this job advertisement. Our dedicated HR Consultants will get in touch with shortlisted candidates for a confidential discussion R23119309 | EA License 16C7883",CVista HR Consulting Pte Ltd
